id,correlation,pvalue
ave,0.6440162403018309,0.09552677241954315
01,0.9118583155200968,0.0002371436370050654
02,0.7077760731311632,0.022021413799799664
03,0.49240349038085235,0.14823041535371725
04,0.5015501596686753,0.13968714765412413
05,0.8414790579803637,0.0022710431981311013
06,0.36474332620803873,0.3000669694646655
07,-0.05198801068060223,0.886583095812733
08,0.8247129895615292,0.0033233431629506914
09,0.6139845991168652,0.058980962369036986
10,0.8328305948416885,0.002777889272300595
11,0.8073734277593311,0.004739766149870459
12,0.597572084652722,0.06808978684116411
13,0.406060606060606,0.24428229408662652
14,0.6930123197952737,0.026292878178805087
15,0.7416447632896789,0.014075178336931752
16,0.6990913752320743,0.024470990757150347
17,0.8409825257156242,0.0022981775751516045
18,0.6524511536514414,0.040874330741456605
19,0.7477238187264794,0.012899731006897753
20,0.5790167464748033,0.0794407858218586
21,0.628048780487805,0.05184688111400349
22,0.7963562622208846,0.005836997302932195
23,0.9264501099011717,0.00011707124217732785
24,0.5609756097560976,0.09158510312794793
25,0.9264501099011717,0.00011707124217732785
26,0.49848254581765294,0.14251791767625302
27,0.5151515151515151,0.1275528697032343
28,0.47256097560975613,0.16783244148510804
29,0.5477156428203346,0.1012267040525408
