,AC,BE,CO,HE,PO,SE,SD,ST,TR,UN
0,0.8421052631578949,0.23099415204678375,0.7690058479532162,0.935672514619883,0.39766081871345094,0.2690058479532165,0.564327485380117,0.9532163742690059,0.0643274853801171,0.4541910331384015
1,2.9649122807017547,0.9649122807017538,1.0350877192982453,0.5204678362573103,1.5204678362573103,2.0350877192982457,0.29824561403508776,1.1871345029239768,0.020467836257310294,1.6647173489278753
2,1.5906432748538017,0.13157894736842057,0.2982456140350878,0.3684210526315794,0.6461988304093564,0.4093567251461985,0.5906432748538017,1.0350877192982457,0.7982456140350872,1.0389863547758287
3,1.0935672514619885,1.8157894736842106,1.4824561403508774,0.31578947368421106,0.46198830409356684,1.9064327485380117,0.5935672514619885,0.1286549707602338,0.5730994152046783,0.8323586744639375
4,1.005847953216374,0.21637426900584789,0.33918128654970703,0.005847953216373991,0.8830409356725148,1.049707602339182,0.22807017543859542,0.771929824561404,0.10526315789473739,0.7095516569200777
5,2.801169590643275,0.3099415204678364,1.7543859649122813,1.0233918128654973,0.3011695906432752,1.6988304093567255,1.134502923976608,2.6900584795321634,0.301169590643275,0.8654970760233918
6,0.08187134502923954,1.1929824561403506,1.3596491228070173,1.2514619883040932,2.2514619883040936,0.35964912280701744,0.9736842105263157,2.140350877192982,0.5818713450292397,0.7855750487329431
7,1.853801169590644,0.7426900584795322,0.4239766081871345,0.03508771929824528,0.4795321637426899,0.146198830409357,0.7426900584795328,0.14619883040935577,1.3128654970760234,0.14619883040935638
8,0.29239766081871443,2.1257309941520472,1.2631578947368423,0.37426900584795275,1.1812865497076024,0.5409356725146197,0.5701754385964914,0.18128654970760227,0.2631578947368419,1.5224171539961007
9,0.14619883040935688,0.8128654970760236,1.131578947368421,1.1461988304093573,1.8538011695906431,0.07602339181286508,1.3128654970760245,0.7017543859649127,0.4093567251461985,0.07212475633528267
10,1.2280701754385963,0.1169590643274856,1.383040935672515,0.8947368421052634,0.39473684210526283,0.2163742690058477,0.39473684210526283,0.33918128654970736,0.005847953216373991,0.6608187134502922
11,0.4210526315789477,1.0233918128654975,1.4766081871345034,1.3567251461988306,1.6432748538011699,0.13450292397660868,0.5789473684210523,0.6900584795321639,0.03216374269005873,0.2826510721247564
12,0.05263157894736871,2.1081871345029244,3.2251461988304095,0.6081871345029244,0.2251461988304091,1.4473684210526316,0.4970760233918128,2.608187134502924,0.3362573099415203,0.7192982456140353
13,1.350877192982456,1.1842105263157892,0.5380116959064334,1.6842105263157898,0.5380116959064332,1.315789473684211,0.29532163742689965,1.9064327485380115,0.20467836257309996,0.9454191033138405
14,2.426900584795322,0.6842105263157893,1.350877192982456,1.093567251461989,0.20467836257309935,0.017543859649122584,0.4824561403508769,0.9824561403508771,0.4064327485380117,0.3879142300194932
15,0.596491228070175,0.20760233918128623,1.125730994152047,0.3742690058479532,0.7076023391812862,0.014619883040936033,1.7076023391812856,1.596491228070175,1.1812865497076026,1.4035087719298251
16,0.22807017543859665,0.2719298245614039,0.283625730994152,0.3391812865497075,0.8947368421052633,0.3391812865497075,0.7163742690058477,1.43859649122807,0.45029239766081897,0.5126705653021443
17,0.04093567251462016,1.5409356725146197,0.292397660818713,1.3742690058479536,0.45906432748538006,0.2631578947368423,0.18128654970760216,0.5964912280701754,0.4035087719298244,0.6627680311890836
18,0.32163742690058517,0.04385964912280754,0.32163742690058517,0.7894736842105261,0.3771929824561408,0.4005847953216374,0.5116959064327486,0.5438596491228069,0.5116959064327482,0.432748538011696
19,0.2514619883040937,0.8625730994152043,0.19590643274853792,0.029239766081871732,0.6374269005847957,0.6403508771929824,1.195906432748538,0.36257309941520466,1.0818713450292397,0.6744639376218322
20,1.538011695906433,1.2046783625730992,1.017543859649123,0.9824561403508771,0.23976608187134474,0.8508771929824561,0.8713450292397666,0.42690058479532134,0.1842105263157896,0.6842105263157897
21,0.4912280701754387,0.3801169590643274,0.3245614035087714,1.508771929824562,0.008771929824561653,0.008771929824561597,1.3421052631578951,0.1578947368421046,1.0467836257309941,0.5653021442495123
22,0.07017543859649134,0.292397660818714,0.5409356725146194,0.8479532163742689,0.3187134502923974,0.347953216374269,0.4035087719298248,0.8479532163742693,0.3742690058479531,0.8187134502923976
23,1.070175438596491,1.2923976608187133,0.3187134502923973,0.1520467836257309,0.8187134502923976,0.5409356725146197,0.5701754385964912,0.8479532163742689,0.9298245614035087,0.18128654970760222
24,1.1345029239766076,0.19005847953216337,0.6432748538011696,0.9122807017543857,0.634502923976608,0.3099415204678366,0.5233918128654973,0.023391812865496964,1.198830409356725,0.4210526315789477
25,1.2982456140350873,1.4239766081871346,1.2982456140350873,0.18713450292397615,1.0760233918128654,0.1461988304093567,0.5906432748538017,0.14619883040935694,0.6871345029239764,1.0721247563352825
26,1.4561403508771926,1.4005847953216373,0.8450292397660824,0.32163742690058506,0.8216374269005848,1.9883040935672514,0.7894736842105261,1.2339181286549707,1.321637426900585,0.12280701754385959
27,1.0935672514619885,0.9824561403508774,1.0175438596491229,0.6491228070175441,1.7953216374269005,2.3508771929824555,0.8157894736842102,3.0935672514619883,0.9619883040935673,1.2417153996101364
28,1.883040935672515,0.9385964912280704,1.005847953216374,0.33918128654970736,0.22807017543859653,0.5058479532163743,0.6608187134502927,1.4385964912280704,1.3391812865497068,0.2280701754385961
average,1.021576930832829,0.8514821536600121,0.9331518451300664,0.704174228675136,0.7586206896551723,0.7010485985077637,0.6943940310546481,1.0074611816898569,0.5892316999395039,0.6934193721852523
