,AC,BE,CO,HE,PO,SE,SD,ST,TR,UN
0,1.7543859649122808,0.690058479532164,1.2456140350877194,0.42105263157894757,0.4766081871345038,0.0877192982456138,0.0877192982456137,0.5321637426900583,0.9210526315789475,0.6530214424951265
1,3.672514619883041,0.7836257309941521,1.049707602339181,1.0058479532163744,1.172514619883041,2.216374269005848,0.4502923976608191,1.8947368421052635,0.11695906432748579,1.8460038986354774
2,2.0233918128654977,0.13450292397660868,0.476608187134503,1.3567251461988312,0.5789473684210524,0.6432748538011692,0.13450292397660824,0.5789473684210532,0.42105263157894657,1.272904483430799
3,0.736842105263158,2.125730994152047,1.1257309941520468,1.2923976608187142,0.7076023391812865,1.4853801169590646,1.014619883040936,0.040935672514619936,0.42982456140350866,1.5224171539961016
4,1.1520467836257304,0.15204678362573087,0.12573099415204725,0.9298245614035083,1.125730994152047,0.8479532163742696,0.7076023391812862,0.04093567251461949,0.7368421052631584,0.2631578947368418
5,3.5906432748538015,0.09064327485380119,2.3538011695906436,1.8128654970760234,0.31286549707602385,2.0204678362573105,0.812865497076023,2.590643274853801,0.14619883040935688,0.816764132553606
6,0.27485380116959046,0.6637426900584795,1.497076023391813,1.2807017543859642,2.2251461988304095,1.1081871345029237,0.7251461988304095,2.1695906432748533,0.830409356725146,0.08966861598440534
7,2.0643274853801175,1.3976608187134507,0.10233918128654959,0.1754385964912284,1.1023391812865495,0.6578947368421052,1.0643274853801175,0.15789473684210464,1.6023391812865495,0.15789473684210498
8,0.3099415204678373,3.032163742690059,0.8011695906432749,0.023391812865496853,0.8099415204678362,0.745614035087719,0.8654970760233924,0.2456140350877195,0.5789473684210527,2.0604288499025336
9,0.0292397660818714,0.362573099415205,0.1929824561403507,2.140350877192983,1.8040935672514617,0.251461988304094,0.47368421052631615,0.02923976608187151,0.1959064327485383,0.5263157894736841
10,1.210526315789473,0.12280701754385981,0.9561403508771937,1.654970760233918,0.3216374269005837,0.40058479532163727,0.1228070175438607,0.4561403508771933,0.1549707602339176,0.34502923976608174
11,0.43274853801169616,1.0672514619883045,1.0994152046783627,1.6783625730994158,1.9327485380116964,0.9005847953216375,0.9005847953216367,1.3450292397660824,0.43274853801169594,0.617933723196881
12,0.8888888888888892,3.5,2.8333333333333335,0.3333333333333335,1.0,2.111111111111111,1.166666666666667,2.555555555555556,0.7777777777777778,0.3333333333333335
13,2.1052631578947367,1.0497076023391811,0.8391812865497081,2.105263157894737,0.28362573099415234,1.339181286549708,0.3274853801169586,1.5497076023391811,0.5058479532163744,1.0428849902534112
14,3.105263157894737,0.505847953216374,1.8391812865497075,1.216374269005848,0.549707602339181,1.0614035087719298,1.4385964912280702,2.5497076023391814,1.0614035087719302,0.746588693957115
15,0.19883040935672436,0.47660818713450226,0.5789473684210531,0.3099415204678362,0.6432748538011692,0.6988304093567246,1.25438596491228,1.0877192982456139,0.8567251461988309,1.9493177387914236
16,0.1988304093567253,0.19005847953216382,0.36549707602339176,0.4678362573099415,1.2543859649122808,0.4210526315789473,0.5233918128654966,0.8011695906432746,0.3099415204678364,0.8752436647173492
17,0.14619883040935688,2.4795321637426904,0.4093567251461988,1.5906432748538006,0.8538011695906431,0.035087719298245806,0.2426900584795323,1.5906432748538013,0.7426900584795318,0.9649122807017543
18,0.18128654970760272,0.23684210526315844,0.6812865497076029,1.4853801169590644,1.014619883040936,1.3742690058479534,0.12573099415204692,1.2923976608187135,1.096491228070175,0.32943469785575075
19,0.41520467836257313,1.0263157894736838,0.415204678362573,0.6374269005847952,1.1403508771929824,0.8596491228070171,0.6374269005847955,0.6374269005847955,1.0292397660818713,0.6959064327485379
20,1.5204678362573099,0.742690058479532,1.4239766081871346,1.6315789473684212,0.42397660818713456,0.18713450292397682,0.46491228070175383,0.4093567251461985,0.4649122807017543,1.1461988304093567
21,0.292397660818714,0.347953216374269,0.5409356725146193,1.7368421052631589,0.42982456140350855,0.9298245614035086,1.736842105263158,1.1812865497076028,1.429824561403509,0.6705653021442494
22,0.5438596491228073,0.5672514619883039,0.6228070175438594,1.210526315789474,0.12280701754385959,1.0438596491228072,0.23391812865497053,0.5438596491228074,0.32163742690058494,1.0116959064327484
23,1.7660818713450293,0.599415204678363,0.8450292397660817,0.4561403508771926,0.8450292397660817,0.5672514619883039,1.0438596491228067,0.5438596491228072,0.4005847953216375,0.21052631578947362
24,1.1988304093567246,0.9766081871345023,0.35672514619883045,0.8654970760233915,0.6432748538011688,0.9122807017543864,0.5877192982456143,0.4210526315789471,1.523391812865497,0.7270955165692009
25,1.8187134502923974,1.847953216374269,0.5964912280701753,0.625730994152047,1.7076023391812862,0.18128654970760227,0.625730994152047,0.40350877192982454,0.7076023391812862,0.6257309941520468
26,1.502923976608187,0.5584795321637424,0.10818713450292389,0.7251461988304091,1.0526315789473688,1.9415204678362574,0.83625730994152,1.7251461988304093,0.7748538011695907,0.4288499025341127
27,1.9941520467836262,1.1608187134502925,0.7280701754385965,0.8830409356725148,1.9502923976608184,2.06140350877193,0.6608187134502921,2.216374269005848,1.172514619883041,0.9571150097465887
28,2.0058479532163744,0.45029239766081885,0.8274853801169587,0.5614035087719298,0.17251461988304118,0.605263157894737,0.1608187134502922,0.56140350877193,0.9941520467836251,0.10526315789473628
average,1.2805001008267796,0.9427303891913692,0.8633797136519459,1.0556563823351484,0.9192377495462793,0.9550312563016738,0.6698931236136318,1.0397257511595082,0.7150635208711433,0.7928345768636147
