id,correlation,pvalue
ave,0.44380586090096796,0.377886526869771
01,0.9746794344808963,0.004818230468198565
02,0.9999999999999999,1.4042654220543608e-24
03,0.20519567041703085,0.7405819415910722
04,-0.10259783520851543,0.8695979205185651
05,-0.5000000000000001,0.3910022189557704
06,-0.09999999999999999,0.8728885715695384
07,-0.7,0.1881204043741873
08,0.9746794344808963,0.004818230468198565
09,0.07894736842105264,0.8995856035631706
10,0.9999999999999999,1.4042654220543608e-24
11,0.2894736842105264,0.6366447547494906
12,-0.07894736842105264,0.8995856035631706
13,0.3,0.623837664781073
14,-0.05129891760425771,0.934712848108234
15,0.7,0.1881204043741873
16,0.2635231383473649,0.6683968370871738
17,0.9486832980505137,0.013846832988859099
18,0.6668859288553501,0.21889398131323157
19,0.7905694150420949,0.11136715471408383
20,0.7,0.1881204043741873
21,0.6315789473684211,0.253080424554416
22,0.9746794344808963,0.004818230468198565
23,0.8720815992723809,0.05385421772754213
24,0.7181848464596079,0.17179530490798894
25,0.8720815992723809,0.05385421772754213
26,0.8999999999999998,0.03738607346849875
27,0.4103913408340617,0.49253578170279744
28,-0.15789473684210528,0.7998006663544925
29,0.2894736842105264,0.6366447547494906
