id,correlation,pvalue
ave,0.4355169294716922,0.398438334750063
01,0.6668859288553503,0.21889398131323148
02,0.9999999999999999,1.4042654220543608e-24
03,0.20519567041703085,0.7405819415910722
04,0.15389675281277312,0.8048288166080632
05,-0.5642880936468347,0.3217233358243003
06,-0.09999999999999999,0.8728885715695384
07,-0.7,0.1881204043741873
08,0.6842105263157895,0.20263069030420378
09,0.07894736842105264,0.8995856035631706
10,0.9746794344808964,0.004818230468198535
11,0.7631578947368421,0.13333911953180624
12,-0.05129891760425771,0.934712848108234
13,0.19999999999999998,0.7470600781046621
14,0.26315789473684215,0.6688454650582101
15,-0.051298917604257706,0.934712848108234
16,0.45962735987049386,0.4360974341130984
17,0.9733285267845754,0.005207858944662772
18,0.8999999999999998,0.03738607346849875
19,0.9486832980505137,0.013846832988859099
20,0.5270462766947299,0.3614548502018725
21,0.5642880936468347,0.3217233358243003
22,0.5263157894736843,0.36224548118984495
23,0.9210526315789475,0.0263105196855779
24,0.6315789473684211,0.253080424554416
25,0.9746794344808963,0.004818230468198565
26,0.8999999999999998,0.03738607346849875
27,0.2894736842105264,0.6366447547494906
28,0.13157894736842107,0.8329531569240444
29,0.35909242322980395,0.5528147466433508
